0,-314.768,-294.705,124.6
0.01,-314.768,-294.705,124.6
0.02,-314.768,-294.705,124.6
0.03,-314.768,-294.705,124.6
0.04,-314.768,-294.705,124.6
0.05,-314.768,-294.705,124.6
0.06,-314.768,-294.705,124.6
0.07,-314.768,-294.705,124.6
0.08,-314.768,-294.705,124.6
0.09,-314.768,-294.705,124.6
0.1,-314.768,-294.705,124.6
0.11,-314.768,-294.705,124.6
0.12,-314.768,-294.705,124.6
0.13,-314.768,-294.705,124.6
0.14,-314.768,-294.705,124.6
0.15,-314.768,-294.705,124.6
0.16,-314.768,-294.705,124.6
0.17,-314.768,-294.705,124.6
0.18,-314.768,-294.705,124.6
0.19,-314.768,-294.705,124.6
0.2,-314.768,-294.705,124.6
0.21,-314.768,-294.705,124.6
0.22,-314.768,-294.705,124.6
0.23,-314.768,-294.705,124.6
0.24,-314.768,-294.705,124.6
0.25,-314.768,-294.705,124.6
0.26,-314.768,-294.705,124.6
0.27,-314.768,-294.705,124.6
0.28,-314.768,-294.705,124.6
0.29,-314.768,-294.705,124.6
0.3,-314.768,-294.705,124.6
0.31,-314.768,-294.705,124.6
0.32,-314.768,-294.705,124.6
0.33,-314.768,-294.705,124.6
0.34,-314.768,-294.705,124.6
0.35,-314.768,-294.705,124.6
0.36,-314.768,-294.705,124.6
0.37,-314.768,-294.705,124.6
0.38,-314.768,-294.705,124.6
0.39,-314.768,-294.705,124.6
0.4,-314.768,-294.705,124.6
0.41,-314.768,-294.705,124.6
0.42,-314.768,-294.705,124.6
0.43,-314.768,-294.705,124.6
0.44,-314.768,-294.705,124.6
0.45,-314.768,-294.705,124.6
0.46,-314.768,-294.705,124.6
0.47,-314.768,-294.705,124.6
0.48,-314.768,-294.705,124.6
0.49,-314.768,-294.705,124.6
0.5,-314.768,-294.705,124.6
0.51,-314.768,-294.705,124.6
0.52,-314.768,-294.705,124.6
0.53,-314.768,-294.705,124.6
0.54,-314.768,-294.705,124.6
0.55,-314.768,-294.705,124.601
0.56,-314.768,-294.705,124.601
0.57,-314.768,-294.705,124.601
0.58,-314.768,-294.705,124.601
0.59,-314.768,-294.705,124.601
0.6,-314.768,-294.705,124.601
0.61,-314.768,-294.705,124.601
0.62,-314.768,-294.705,124.601
0.63,-314.768,-294.705,124.601
0.64,-314.768,-294.705,124.601
0.65,-314.768,-294.705,124.601
0.66,-314.768,-294.705,124.601
0.67,-314.768,-294.705,124.601
0.68,-314.768,-294.705,124.601
0.69,-314.768,-294.705,124.601
0.7,-314.768,-294.705,124.601
0.71,-314.768,-294.705,124.601
0.72,-314.768,-294.705,124.601
0.73,-314.768,-294.705,124.601
0.74,-314.768,-294.705,124.601
0.75,-314.768,-294.705,124.601
0.76,-314.768,-294.705,124.601
0.77,-314.768,-294.705,124.601
0.78,-314.768,-294.705,124.601
0.79,-314.768,-294.705,124.601
0.8,-314.768,-294.705,124.601
0.81,-314.768,-294.705,124.601
0.82,-314.768,-294.705,124.601
0.83,-314.768,-294.705,124.601
0.839999,-314.768,-294.705,124.601
0.849999,-314.768,-294.705,124.601
0.859999,-314.768,-294.705,124.601
0.869999,-314.768,-294.705,124.601
0.879999,-314.768,-294.705,124.601
0.889999,-314.768,-294.705,124.601
0.899999,-314.768,-294.705,124.601
0.909999,-314.768,-294.705,124.601
0.919999,-314.768,-294.705,124.601
0.929999,-314.768,-294.705,124.601
0.939999,-314.767,-294.705,124.601
0.949999,-314.767,-294.705,124.601
0.959999,-314.767,-294.705,124.601
0.969999,-314.767,-294.705,124.601
0.979999,-314.767,-294.705,124.601
0.989999,-314.767,-294.705,124.601
0.999999,-314.767,-294.705,124.601
1.01,-314.767,-294.705,124.601
1.02,-314.767,-294.705,124.601
1.03,-314.767,-294.705,124.601
1.04,-314.767,-294.705,124.601
1.05,-314.767,-294.705,124.601
1.06,-314.767,-294.705,124.601
1.07,-314.767,-294.705,124.601
1.08,-314.767,-294.705,124.601
1.09,-314.767,-294.705,124.601
1.1,-314.767,-294.705,124.601
1.11,-314.767,-294.705,124.601
1.12,-314.767,-294.705,124.601
